0
//Type	Slot	Skill	Width	Height	Serial	Option	Drop	Name				Level	DmgMin	DmgMax	Speed	Dur	MgcDur	MgcRate	ReqLvl	ReqStr	ReqAgi	ReqEne	ReqVit	ReqCmd	None	DW	DK	FE	MG	DL	SU	RF
314	5	0	2	2	1	1	0	"Demonic Gloves"		150	61 	8 	100	580	25 	5 	0 	0 	0	3	0	0	0	0	0	3	0
315	5	0	2	2	1	1	0	"Hurricane Gloves"		150	80 	7 	100	580	115 	47 	0 	0 	0	3	0	0	0	3	0	0	0
316	5	0	2	2	1	1	0	"Dark Master Gloves"		150	64 	5 	100	580	50 	13 	0 	0 	0	3	0	0	0	0	3	0	0
318	5	0	2	2	1	1	0	"Vine Gloves"			150	33 	7 	100	580	12 	25 	148 	0 	0	3	0	0	3	0	0	0	0
319	5	0	2	2	1	1	0	"Thunder Hawk Gloves"		150	77 	7 	100	580	30 	27 	151 	0 	0	3	0	0	0	3	0	0	0
320	5	0	2	2	1	1	0	"Leather Gloves"		150	101	6 	100	580	0 	19 	104 	0 	0	3	0	3	0	0	0	0	0

//Tier3
321	5	0	2	2	1	1	0	"Great Dragon Gloves"		150	133	6	100	680	131	38	0 	0	0 	3	0	3	0	0	0	0	0
322	5	0	2	2	1	1	0	"Dark Soul Gloves"		150	115	6	100	680	33 	11	0 	0	0 	3	3	0	0	0	0	0	0
323	5	0	2	2	1	1	0	"Red Spirit Gloves"		150	123	6	100	680	31 	68	0 	0	0 	3	0	0	3	0	0	0	0
324	5	0	2	2	1	1	0	"Demonic Gloves"		150	111	8	100	680	25 	5 	0 	0	0 	3	0	0	0	0	0	3	0
325	5	0	2	2	1	1	0	"Hurricane Gloves"		150	130	7	100	680	115	47	0 	0	0 	3	0	0	0	3	0	0	0
326	5	0	2	2	1	1	0	"Dark Master Gloves"		150	114	5	100	680	50 	13	0 	0	0 	3	0	0	0	0	3	0	0
328	5	0	2	2	1	1	0	"Vine Gloves"			150	52 	7	100	680	12 	25	148	0	0 	3	0	0	3	0	0	0	0
329	5	0	2	2	1	1	0	"Thunder Hawk Gloves"		150	127	7	100	680	30 	27	151	0	0 	3	0	0	0	3	0	0	0
330	5	0	2	2	1	1	0	"Leather Gloves"		150	151	6	100	680	0 	19	104	0	0 	3	0	3	0	0	0	0	0

//Tier4
331	5	0	2	2	1	1	0	"Great Dragon Gloves"		150	178	6	100	780	131	38	0 	0	0 	3	0	3	0	0	0	0	0
332	5	0	2	2	1	1	0	"Dark Soul Gloves"		150	159	6	100	780	33 	11	0 	0	0 	3	3	0	0	0	0	0	0
333	5	0	2	2	1	1	0	"Red Spirit Gloves"		150	170	6	100	780	31 	68	0 	0	0 	3	0	0	3	0	0	0	0
334	5	0	2	2	1	1	0	"Demonic Gloves"		150	158	8	100	780	25 	5 	0 	0	0 	3	0	0	0	0	0	3	0
335	5	0	2	2	1	1	0	"Hurricane Gloves"		150	175	7	100	780	115	47	0 	0	0 	3	0	0	0	3	0	0	0
336	5	0	2	2	1	1	0	"Dark Master Gloves"		150	159	5	100	780	50 	13	0 	0	0 	3	0	0	0	0	3	0	0
338	5	0	2	2	1	1	0	"Vine Gloves"			150	93 	7	100	780	12 	25	148	0	0 	3	0	0	3	0	0	0	0
339	5	0	2	2	1	1	0	"Thunder Hawk Gloves"		150	172	7	100	780	30 	27	151	0	0 	3	0	0	0	3	0	0	0
340	5	0	2	2	1	1	0	"Leather Gloves"		150	196	6	100	780	0 	19	104	0	0 	3	0	3	0	0	0	0	0 
end

11
//Type	Slot	Skill	Width	Height	Serial	Option	Drop	Name				Level	Def	MgcDef	Dur	ReqLvl	ReqStr	ReqAgi	ReqEne	ReqVit	ReqCmd	None	DW	DK	FE	MG	DL	SU	RF
0	6	0	2	2	1	1	1	"Bronze Boots"			12	4	10	34	0	80	20	0	0	0	3	0	1	0	1	1	0	0
1	6	0	2	2	1	1	1	"Dragon Boots"			54	15	2	68	0	120	30	0	0	0	3	0	1	0	1	0	0	0
2	6	0	2	2	1	1	1	"Pad Boots"			4	3	10	28	0	20	0	0	0	0	3	1	0	0	1	0	0	0
3	6	0	2	2	1	1	1	"Legendary Boots"		46	12	0	42	0	30	0	0	0	0	3	1	0	0	1	0	0	0
4	6	0	2	2	1	1	1	"Bone Boots"			16	6	6	30	0	30	0	0	0	0	3	1	0	0	1	0	0	0
5	6	0	2	2	1	1	1	"Leather Boots"			5	2	12	30	0	80	0	0	0	0	3	0	1	0	1	1	0	0
6	6	0	2	2	1	1	1	"Scale Boots"			22	8	8	40	0	110	0	0	0	0	3	0	1	0	1	1	0	1
7	6	0	2	2	1	1	1	"Sphinx Boots"			30	9	8	36	0	30	0	0	0	0	3	1	0	0	1	0	0	0
8	6	0	2	2	1	1	1	"Brass Boots"			32	10	6	44	0	100	30	0	0	0	3	0	1	0	1	0	0	1
9	6	0	2	2	1	1	1	"Plate Boots"			42	12	4	50	0	130	0	0	0	0	3	0	1	0	1	0	0	1
10	6	0	2	2	1	1	1	"Vine Boots"			5	2	0	22	0	30	60	0	0	0	3	0	0	1	0	0	0	0
11	6	0	2	2	1	1	1	"Silk Boots"			15	4	0	26	0	30	70	0	0	0	3	0	0	1	0	0	0	0
12	6	0	2	2	1	1	1	"Wind Boots"			27	7	0	32	0	30	80	0	0	0	3	0	0	1	0	0	0	0
13	6	0	2	2	1	1	1	"Spirit Boots"			40	10	0	38	0	40	80	0	0	0	3	0	0	1	0	0	0	0
14	6	0	2	2	1	1	1	"Guardian Boots"		52	16	0	45	0	40	80	0	0	0	3	0	0	1	0	0	0	0
15	6	0	2	2	1	1	1	"Storm Crow Boots"		72	22	2	80	0	150	70	0	0	0	3	0	0	0	1	0	0	0
16	6	0	2	2	1	1	1	"Black Dragon Boots"		78	24	2	74	0	170	60	0	0	0	3	0	1	0	0	0	0	0
17	6	0	2	2	1	1	1	"Dark Phoenix Boots"		93	40	2	80	0	198	60	0	0	0	3	0	2	0	0	0	0	0
18	6	0	2	2	1	1	1	"Grand Soul Boots"		76	22	0	67	0	59	10	0	0	0	3	2	0	0	0	0	0	0
19	6	0	2	2	1	1	1	"Holy Spirit Boots"		81	30	0	74	0	50	110	0	0	0	3	0	0	2	0	0	0	0
20	6	0	2	2	1	1	1	"Thunder Hawk Boots"		92	37	2	82	0	150	70	0	0	0	3	0	0	0	1	0	0	0
21	6	0	2	2	1	1	1	"Great Dragon Boots"		98	50	0	86	0	200	58	0	0	0	3	0	2	0	0	0	0	0
22	6	0	2	2	1	1	1	"Dark Soul Boots"		95	31	0	75	0	55	18	0	0	0	3	2	0	0	0	0	0	0
23	6	0	2	2	1	1	1	"Hurricane Boots"		110	50	0	90	0	162	66	0	0	0	3	0	0	0	1	0	0	0
24	6	0	2	2	1	1	1	"Red Spirit Boots"		87	40	0	80	0	52	115	0	0	0	3	0	0	2	0	0	0	0
25	6	0	2	2	1	1	1	"Light Plate Boots"		45	13	0	42	0	70	20	0	0	0	3	0	0	0	0	1	0	0
26	6	0	2	2	1	1	1	"Adamantine Boots"		60	20	0	56	0	77	21	0	0	0	3	0	0	0	0	1	0	0
27	6	0	2	2	1	1	1	"Dark Steel Boots"		83	25	0	70	0	84	22	0	0	0	3	0	0	0	0	1	0	0
28	6	0	2	2	1	1	1	"Dark Master Boots"		95	33	0	78	0	80	21	0	0	0	3	0	0	0	0	1	0	0
29	6	0	2	2	1	1	1	"Dragon Knight Boots"		119	63	0	90	380	170	60	0	0	0	3	0	2	0	0	0	0	0
30	6	0	2	2	1	1	1	"Venom Mist Boots"		119	47	0	86	380	44	15	0	0	0	3	2	0	0	0	0	0	0
31	6	0	2	2	1	1	1	"Sylphid Ray Boots"		119	53	0	86	380	38	80	0	0	0	3	0	0	2	0	0	0	0
32	6	0	2	2	1	1	1	"Volcano Boots"			131	61	0	95	380	145	60	0	0	0	3	0	0	0	1	0	0	0
33	6	0	2	2	1	1	1	"Sunlight Boots"		121	44	0	82	380	62	16	0	0	0	3	0	0	0	0	1	0	0
34	6	0	2	2	1	1	1	"Ashcrow Boots"			68	19	0	72	0	160	50	0	0	0	3	0	1	0	0	0	0	0
35	6	0	2	2	1	1	1	"Eclipse Boots"			68	17	0	54	0	53	12	0	0	0	3	1	0	0	0	0	0	0
36	6	0	2	2	1	1	1	"Iris Boots"			68	23	0	59	0	50	70	0	0	0	3	0	0	1	0	0	0	0
37	6	0	2	2	1	1	1	"Valiant Boots"			98	29	0	81	0	155	50	0	0	0	3	0	0	0	1	0	0	0
38	6	0	2	2	1	1	1	"Glorious Boots"		98	29	0	74	0	80	21	0	0	0	3	0	0	0	0	1	0	0
39	6	0	2	2	1	1	1	"Violent Wind Boots"		26	11	0	36	0	27	0	0	0	0	3	0	0	0	0	0	1	0
40	6	0	2	2	1	1	1	"Red Wing Boots"		46	15	0	42	0	25	4	0	0	0	3	0	0	0	0	0	1	0
41	6	0	2	2	1	1	1	"Ancient Boots"			65	21	0	54	0	53	16	0	0	0	3	0	0	0	0	0	1	0
42	6	0	2	2	1	1	1	"Demonic Boots"			76	28	0	67	0	60	10	0	0	0	3	0	0	0	0	0	2	0
43	6	0	2	2	1	1	1	"Storm Blitz Boots"		95	38	0	75	380	57	20	0	0	0	3	0	0	0	0	0	2	0
44	6	0	2	2	1	1	0	"Eternal Wing Boots"		99	32	0	86	380	62	20	170	0	0	3	0	0	0	0	0	2	0
45	6	0	2	2	1	1	0	"Titan Boots"			96	57	0	86	380	222	32	0	0	0	3	0	2	0	0	0	0	0
46	6	0	2	2	1	1	0	"Brave Boots"			93	45	0	86	380	74	162	0	0	0	3	0	2	0	0	0	0	0
47	6	0	2	2	1	1	0	"Phantom Boots"			97	54	0	86	380	212	57	0	0	0	3	0	0	0	1	0	0	0
48	6	0	2	2	1	1	0	"Destroy Boots"			94	44	0	86	380	62	19	165	0	0	3	0	0	0	1	0	0	0
49	6	0	2	2	1	1	0	"Seraphim Boots"		97	42	0	86	380	55	197	0	0	0	3	0	0	2	0	0	0	0
50	6	0	2	2	1	1	0	"Divine Boots"			92	35	0	86	380	32	29	138	0	0	3	0	0	2	0	0	0	0
51	6	0	2	2	1	1	0	"Royal Boots"			98	38	0	86	380	105	38	0	0	0	3	0	0	0	0	1	0	0
52	6	0	2	2	1	1	0	"Hades Boots"			94	34	0	86	400	60	15	181	0	0	3	2	0	0	0	0	0	0
54	6	0	2	2	1	1	0	"Lazy Wind Boots"		140	62	0	90	400	67	151	0	0	0	3	0	3	0	0	0	0	0
55	6	0	2	2	1	1	0	"Dark Devil Boots"		140	43	0	90	400	45	13	171	0	0	3	3	0	0	0	0	0	0
56	6	0	2	2	1	1	0	"Sticky Boots"			140	51	0	90	400	48	180	0	0	0	3	0	0	3	0	0	0	0
57	6	0	2	2	1	1	0	"Hell Night Boots"		140	63	0	90	400	194	52	0	0	0	3	0	0	0	3	0	0	0
58	6	0	2	2	1	1	0	"Ambition Boots"		140	47	0	90	400	112	22	0	0	0	3	0	0	0	0	3	0	0
59	6	0	2	2	1	1	1	"Sacred Fire Boots"		50	20	0	52	0	85	0	0	75	0	3	0	0	0	0	0	0	1
60	6	0	2	2	1	1	1	"Storm Jahad Boots"		62	28	0	68	0	100	0	0	90	0	3	0	0	0	0	0	0	1
61	6	0	2	2	1	1	1	"Piercing Groove Boots"		82	36	0	82	0	115	0	0	100	0	3	0	0	0	0	0	0	1
62	6	0	2	2	0	0	0	"Lucky Scale Boots"		22	12	8	255	1	0	0	0	0	0	3	0	1	0	0	1	0	1
63	6	0	2	2	0	0	0	"Lucky Silk Boots"		15	7	0	255	1	0	0	0	0	0	3	0	0	1	0	0	0	0
64	6	0	2	2	0	0	0	"Lucky Sphinx Boots"		30	13	8	255	1	0	0	0	0	0	3	1	0	0	1	0	0	0
65	6	0	2	2	0	0	0	"Lucky Violent Wind Boots"	26	15	0	255	1	0	0	0	0	0	3	0	0	0	0	0	1	0
66	6	0	2	2	0	0	0	"Lucky Adamantine Boots"	60	25	0	255	0	0	0	0	0	0	3	0	0	0	0	1	0	0
67	6	0	2	2	0	0	0	"Lucky Dragon Boots"		54	20	2	255	0	0	0	0	0	0	3	0	1	0	0	0	0	0
68	6	0	2	2	0	0	0	"Lucky Guardian Boots"		52	23	0	255	0	0	0	0	0	0	3	0	0	1	0	0	0	0
69	6	0	2	2	0	0	0	"Lucky Legendary Boots"		46	17	0	255	0	0	0	0	0	0	3	1	0	0	0	0	0	0
70	6	0	2	2	0	0	0	"Lucky Red Wing Boots"		46	17	0	255	0	0	0	0	0	0	3	0	0	0	0	0	1	0
71	6	0	2	2	0	0	0	"Lucky Atlans Boots"		72	27	2	255	0	0	0	0	0	0	3	0	0	0	1	0	0	0
72	6	0	2	2	0	0	0	"Lucky Storm Jahad Boots"	62	20	0	255	0	0	0	0	0	0	3	0	0	0	0	0	0	1
73	6	0	2	2	1	1	1	"Phoenix Soul Boots"		119	57	0	88	380	97	0	0	85	0	3	0	0	0	0	0	0	1
74	6	0	2	2	1	1	0	"Stormwing Boots"		140	66	0	90	400	200	33	0	0	0	3	0	3	0	0	0	0	0
75	6	0	2	2	1	1	0	"Light Lord Boots"		140	44	0	90	400	14	31	127	0	0	3	0	0	3	0	0	0	0
76	6	0	2	2	1	1	0	"Magic Knight Boots"		140	53	0	90	400	48	17	142	0	0	3	0	0	0	3	0	0	0
91	6	0	2	2	1	1	0	"Succubus Boots"		140	41	0	90	400	56	19	157	0	0	3	0	0	0	0	0	3	0
95 	6 	0 	2 	2 	1 	1 	0 	"Bloodangel Magic Boots"	150 	55 	0 	100 	380 	31 	28 	148 	0 	0 	3 	0 	0 	0 	3 	0 	0 	0
96	6	0	2	2	1	1	0	"Bloodangel Knight Boots"	150	78	0	100	380	0	18	25	0	0	3	0  	3  	0  	0  	0  	0  	0
97	6	0	2	2	1	1	0	"Bloodangel Elf Boots"		150	23	0	100	380	13	25	49	0	0	3	0  	0  	3  	0  	0  	0  	0
98	6	0	2	2	1	1	0	"Bloodangel Knight Boots"	150	60	0	100	380	137	39	0	0	0	3	0  	3  	0  	0  	0  	0  	0
99	6	0	2	2	1	1	0	"Bloodangel Wizard Boots"	150	41	0	100	380	36	12	0	0	0	3	3  	0  	0  	0  	0  	0  	0
100	6	0	2	2	1	1	0	"Bloodangel Elf Boots"		150	50	0	100	380	32	70	0	0	0	3	0  	0  	3  	0  	0  	0  	0
101	6	0	2	2	1	1	0	"Bloodangel Summoner Boots"	150	38	0	100	380	32	5	0	0	0	3	0  	0  	0  	0  	0  	3  	0
102	6	0	2	2	1	1	0	"Bloodangel Magic Boots"	150	60	0	100	380	124 	50	0	0	0	3	0  	0  	0  	3  	0  	0  	0
103	6	0	2	2	1	1	0	"Bloodangel Lord Boots"		150	43	0	100	380	53	14	0	0	0	3	0  	0  	0  	0  	3  	0  	0
104	6	0	2	2	1	1	0	"Bloodangel Fighter Boots"	150	46	0	100	380	66	58	0	0	0	3	0  	0  	0  	0  	0  	0  	3
//Season11
//Type	Slot	Skill	Width	Height	Serial	Option	Drop	Name				Level	Def	MgcDef	Dur	ReqLvl	ReqStr	ReqAgi	ReqEne	ReqVit	ReqCmd	None	DW	DK	FE	MG	DL	SU	RF
110	6	0	2	2	1	1	0	"Darkangel Knight Boots"	150 	85 	0	100	580	137 	39	0 	0 	0	3	0	3	0	0	0	0	0	
111	6	0	2	2	1	1	0	"Darkangel Wizard Boots"	150 	66 	0	100	580	36 	12	0 	0 	0	3	3	0	0	0	0	0	0	
112	6	0	2	2	1	1	0	"Darkangel Elf Boots"		150 	75 	0	100	580	32 	70	0 	0 	0	3	0	0	3	0	0	0	0	
113	6	0	2	2	1	1	0	"Darkangel Summoner Boots"	150 	63 	0	100	580	32 	5 	0 	0 	0	3	0	0	0	0	0	3	0	
114	6	0	2	2	1	1	0	"Darkangel Magic Boots"		150 	85 	0	100	580	124 	50	0 	0 	0	3	0	0	0	3	0	0	0	
115	6	0	2	2	1	1	0	"Darkangel Lord Boots"		150 	68 	0	100	580	53 	14	0 	0 	0	3	0	0	0	0	3	0	0	
116	6	0	2	2	1	1	0	"Darkangel Fighter Boots"	150 	71 	0	100	580	66 	58 	0 	0 	0	3	0	0	0	0	0	0	3	
117	6	0	2	2	1	1	0	"Darkangel Elf Ene Boots"	150 	36 	0	100	580	13 	25	149 	0 	0	3	0	0	3	0	0	0	0	
118	6	0	2	2	1	1	0	"Darkangel Magic Ene Boots"	150 	80 	0	100	580	31 	28	148 	0 	0	3	0	0	0	3	0	0	0	
119	6	0	2	2	1	1	0	"Darkangel Knight Ene Boots"	150 	103	0	100	580	0 	18	105 	0 	0	3	0	3	0	0	0	0	0	
//  
120	6	0	2	2	1	1	0	"Holyangel Knight Boots"	150	135	0	100	680	137	39	0 	0	0 	0	0	3	0	0	0	0	0 
121	6	0	2	2	1	1	0	"Holyangel Wizard Boots"	150	116	0	100	680	36 	12	0 	0	0 	0	3	0	0	0	0	0	0 
122	6	0	2	2	1	1	0	"Holyangel Elf Boots"		150	125	0	100	680	32 	70	0 	0	0 	0	0	0	3	0	0	0	0 
123	6	0	2	2	1	1	0	"Holyangel Summoner Boots"	150	113	0	100	680	32 	5 	0 	0	0 	0	0	0	0	0	0	3	0 
124	6	0	2	2	1	1	0	"Holyangel Magic Boots"		150	135	0	100	680	124	50	0 	0	0 	0	0	0	0	3	0	0	0 
125	6	0	2	2	1	1	0	"Holyangel Lord Boots"		150	118	0	100	680	53 	14	0 	0	0 	0	0	0	0	0	3	0	0 
126	6	0	2	2	1	1	0	"Holyangel Fighter Boots"	150	121	0	100	680	66 	0 	0 	0	0 	0	0	0	0	0	0	0	3 
127	6	0	2	2	1	1	0	"Holyangel Knight Boots"	150	153	0	100	680	0 	18	105	0	0 	0	0	3	0	0	0	0	0 
128	6	0	2	2	1	1	0	"Holyangel Elf Boots"		150	55 	0	100	680	13 	25	149	0	0 	0	0	0	3	0	0	0	0 
129	6	0	2	2	1	1	0	"Holyangel Magic Boots"		150	130	0	100	680	31 	28	148	0	0 	0	0	0	0	3	0	0	0 
//
130	6	0	2	2	1	1	0	"Soul Knight Boots"		150	182	0	100	780	137	39	0 	0	0 	0	0	3	0	0	0	0	0 
131	6	0	2	2	1	1	0	"Soul Wizard Boots"		150	164	0	100	780	36 	12	0 	0	0 	0	3	0	0	0	0	0	0 
132	6	0	2	2	1	1	0	"Soul Elf Boots"		150	172	0	100	780	32 	70	0 	0	0 	0	0	0	3	0	0	0	0 
133	6	0	2	2	1	1	0	"Soul Summoner Boots"		150	161	0	100	780	32 	5 	0 	0	0 	0	0	0	0	0	0	3	0 
134	6	0	2	2	1	1	0	"Soul Magic Boots"		150	180	0	100	780	124	50	0 	0	0 	0	0	0	0	3	0	0	0 
135	6	0	2	2	1	1	0	"Soul Lord Boots"		150	162	0	100	780	53 	14	0 	0	0 	0	0	0	0	0	3	0	0 
136	6	0	2	2	1	1	0	"Soul Fighter Boots"		150	166	0	100	780	66 	0 	0 	0	0 	0	0	0	0	0	0	0	3 
137	6	0	2	2	1	1	0	"Soul Knight Boots"		150	200	0	100	780	0 	18	105	0	0 	0	0	3	0	0	0	0	0 
138	6	0	2	2	1	1	0	"Soul Elf Boots"		150	96 	0	100	780	13 	25	149	0	0 	0	0	0	3	0	0	0	0 
139	6	0	2	2	1	1	0	"Soul Magic Boots"		150	176	0	100	780	31 	28	148	0	0 	0	0	0	0	3	0	0	0 
//
166	6	0	2	2	1	1	0	"Tigris Boots"			111	40	0	86	380	61	15	0	0	0	3	0	0	0	0	0	0	1
167	6	0	2	2	1	1	0	"Crimson Skull Boots"		143	47	0	90	400	68	17	0	0	0	3	0	0	0	0	0	0	3
//Tier1
301	6	0	2	2	1	1	0	"Great Dragon Boots"		150	60	0	100	380	137	39	0	0	0	3	0  	3  	0  	0  	0  	0  	0
302	6	0	2	2	1	1	0	"Dark Soul Boots"		150	41	0	100	380	36	12	0	0	0	3	3  	0  	0  	0  	0  	0  	0
303	6	0	2	2	1	1	0	"Red Spirit Boots"		150	50	0	100	380	32	70	0	0	0	3	0  	0  	3  	0  	0  	0  	0
304	6	0	2	2	1	1	0	"Demonic Boots"			150	38	0	100	380	32	5	0	0	0	3	0  	0  	0  	0  	0  	3  	0
305	6	0	2	2	1	1	0	"Hurricane Boots"		150	60	0	100	380	124 	50	0	0	0	3	0  	0  	0  	3  	0  	0  	0
306	6	0	2	2	1	1	0	"Dark Master Boots"		150	43	0	100	380	53	14	0	0	0	3	0  	0  	0  	0  	3  	0  	0
307	6	0	2	2	1	1	0	"Storm Zahad Boots"		150	46	0	100	380	66	58	0	0	0	3	0  	0  	0  	0  	0  	0  	3
308 	6 	0 	2 	2 	1 	1 	0 	"Thunder Hawk Boots"		150 	55 	0 	100 	380 	31 	28 	148 	0 	0 	3 	0 	0 	0 	3 	0 	0 	0
309	6	0	2	2	1	1	0	"Leather Boots"			150	78	0	100	380	0	18	25	0	0	3	0  	3  	0  	0  	0  	0  	0
310	6	0	2	2	1	1	0	"Vine Boots"			150	23	0	100	380	13	25	49	0	0	3	0  	0  	3  	0  	0  	0  	0

//Tier2
//Type	Slot	Skill	Width	Height	Serial	Option	Drop	Name				Level	Def	MgcDef	Dur	ReqLvl	ReqStr	ReqAgi	ReqEne	ReqVit	ReqCmd	None	DW	DK	FE	MG	DL	SU	RF
311	6	0	2	2	1	1	0	"Great Dragon Boots"		150 	85 	0	100	580	137 	39	0 	0 	0	3	0	3	0	0	0	0	0	
312	6	0	2	2	1	1	0	"Dark Soul Boots"		150 	66 	0	100	580	36 	12	0 	0 	0	3	3	0	0	0	0	0	0	
313	6	0	2	2	1	1	0	"Red Spirit Boots"		150 	75 	0	100	580	32 	70	0 	0 	0	3	0	0	3	0	0	0	0	
314	6	0	2	2	1	1	0	"Demonic Boots"			150 	63 	0	100	580	32 	5 	0 	0 	0	3	0	0	0	0	0	3	0	
315	6	0	2	2	1	1	0	"Hurricane Boots"		150 	85 	0	100	580	124 	50	0 	0 	0	3	0	0	0	3	0	0	0	
316	6	0	2	2	1	1	0	"Dark Master Boots"		150 	68 	0	100	580	53 	14	0 	0 	0	3	0	0	0	0	3	0	0	
317	6	0	2	2	1	1	0	"Storm Zahad Boots"		150 	71 	0	100	580	66 	58 	0 	0 	0	3	0	0	0	0	0	0	3	
318	6	0	2	2	1	1	0	"Vine Boots"			150 	36 	0	100	580	13 	25	149 	0 	0	3	0	0	3	0	0	0	0	
319	6	0	2	2	1	1	0	"Thunder Hawk Boots"		150 	80 	0	100	580	31 	28	148 	0 	0	3	0	0	0	3	0	0	0	
320	6	0	2	2	1	1	0	"Leather Boots"			150 	103	0	100	580	0 	18	105 	0 	0	3	0	3	0	0	0	0	0	

//Tier3
//Type	Slot	Skill	Width	Height	Serial	Option	Drop	Name				Level	Def	MgcDef	Dur	ReqLvl	ReqStr	ReqAgi	ReqEne	ReqVit	ReqCmd	None	DW	DK	FE	MG	DL	SU	RF
321	6	0	2	2	1	1	0	"Great Dragon Boots"		150	135	0	100	680	137	39	0 	0	0 	3	0	3	0	0	0	0	0	
322	6	0	2	2	1	1	0	"Dark Soul Boots"		150	116	0	100	680	36 	12	0 	0	0 	3	3	0	0	0	0	0	0	
323	6	0	2	2	1	1	0	"Red Spirit Boots"		150	125	0	100	680	32 	70	0 	0	0 	3	0	0	3	0	0	0	0	
324	6	0	2	2	1	1	0	"Demonic Boots"			150	113	0	100	680	32 	5 	0 	0	0 	3	0	0	0	0	0	3	0	
325	6	0	2	2	1	1	0	"Hurricane Boots"		150	135	0	100	680	124	50	0 	0	0 	3	0	0	0	3	0	0	0	
326	6	0	2	2	1	1	0	"Dark Master Boots"		150	118	0	100	680	53 	14	0 	0	0 	3	0	0	0	0	3	0	0	
327	6	0	2	2	1	1	0	"Storm Zahad Boots"		150	121	0	100	680	66 	0 	0 	0	0 	3	0	0	0	0	0	0	3	
328	6	0	2	2	1	1	0	"Vine Boots"			150	55 	0	100	680	13 	25	149	0	0 	3	0	0	3	0	0	0	0	
329	6	0	2	2	1	1	0	"Thunder Hawk Boots"		150	130	0	100	680	31 	28	148	0	0 	3	0	0	0	3	0	0	0	
330	6	0	2	2	1	1	0	"Leather Boots"			150	153	0	100	680	0 	18	105	0	0 	3	0	3	0	0	0	0	0	

//Tier4
//Type	Slot	Skill	Width	Height	Serial	Option	Drop	Name				Level	Def	MgcDef	Dur	ReqLvl	ReqStr	ReqAgi	ReqEne	ReqVit	ReqCmd	None	DW	DK	FE	MG	DL	SU	RF
331	6	0	2	2	1	1	0	"Great Dragon Boots"		150	182	0	100	780	137	39	0 	0	0 	3	0	3	0	0	0	0	0	
332	6	0	2	2	1	1	0	"Dark Soul Boots"		150	164	0	100	780	36 	12	0 	0	0 	3	3	0	0	0	0	0	0	
333	6	0	2	2	1	1	0	"Red Spirit Boots"		150	172	0	100	780	32 	70	0 	0	0 	3	0	0	3	0	0	0	0	
334	6	0	2	2	1	1	0	"Demonic Boots"			150	161	0	100	780	32 	5 	0 	0	0 	3	0	0	0	0	0	3	0	
335	6	0	2	2	1	1	0	"Hurricane Boots"		150	180	0	100	780	124	50	0 	0	0 	3	0	0	0	3	0	0	0	
336	6	0	2	2	1	1	0	"Dark Master Boots"		150	162	0	100	780	53 	14	0 	0	0 	3	0	0	0	0	3	0	0	
337	6	0	2	2	1	1	0	"Storm Zahad Boots"		150	166	0	100	780	66 	0 	0 	0	0 	3	0	0	0	0	0	0	3	
338	6	0	2	2	1	1	0	"Vine Boots"			150	96 	0	100	780	13 	25	149	0	0 	3	0	0	3	0	0	0	0	
339	6	0	2	2	1	1	0	"Thunder Hawk Boots"		150	176	0	100	780	31 	28	148	0	0 	3	0	0	0	3	0	0	0	
340	6	0	2	2	1	1	0	"Leather Boots"			150	200	0	100	780	0 	18	105	0	0 	3	0	3	0	0	0	0	0	

end

12
//Type	Slot	Skill	Width	Height	Serial	Option	Drop	Name				Level	Def	Dur	ReqLvl	ReqEne	ReqStr	ReqAgi	ReqCmd	Money	DW	DK	FE	MG	DL	SU	RF
0	7	0	3	2	1	0	0	"Wing of Elf"			100	10	200	180	0	0	0	0	0	0	0	1	0	0	0	0
1	7	0	5	3	1	0	0	"Wing of Heaven"		100	10	200	180	0	0	0	0	0	1	0	0	1	0	0	0
2	7	0	5	2	1	1	0	"Wing of Satan"			100	20	200	180	0	0	0	0	0	0	1	0	1	0	0	0
3	7	0	4	3	1	1	0	"Wing of Spirits"		150	30	200	215	0	0	0	0	0	0	0	2	0	0	0	0
4	7	0	4	3	1	1	0	"Wing of Soul"			150	30	200	215	0	0	0	0	0	2	0	0	0	0	0	0
5	7	0	3	3	1	1	0	"Wing of Dragon"		150	45	200	215	0	0	0	0	0	0	2	0	0	0	0	0
6	7	0	4	2	1	1	0	"Wing of Darkness"		150	40	200	215	0	0	0	0	0	0	0	0	1	0	0	0
7	*	0	1	1	1	0	1	"Orb of Twisting Slash"		47	0	0	80	0	0	0	0	29000	0	1	0	1	0	0	0
8	*	0	1	1	1	0	1	"Healing Orb"			8	0	0	0	100	0	0	0	800	0	0	1	0	0	0	0
9	*	0	1	1	1	0	1	"Orb of Greater Fortitude"	13	0	0	0	100	0	0	0	3000	0	0	1	0	0	0	0
10	*	0	1	1	1	0	1	"Orb of Greater Damage"		18	0	0	0	100	0	0	0	7000	0	0	1	0	0	0	0
11	*	0	1	1	1	0	1	"Summon Goblin Orb"		3	0	0	0	0	0	0	0	150	0	0	1	0	0	0	0
12	*	0	1	1	1	0	1	"Orb of Rageful Blow"		78	0	0	170	0	0	0	0	150000	0	2	0	0	0	0	0
13	*	0	1	1	1	0	1	"Orb of Impale"			20	0	0	28	0	0	0	0	10000	0	1	0	1	0	0	0
14	*	0	1	1	1	0	1	"Orb of Greater Fortitude"	60	0	0	120	0	0	0	0	43000	0	1	0	0	0	0	0
